35,15;80,15;125
35,15;80,15;130
35,15;80,15;135
35,15;80,15;140
35,15;80,15;145
35,15;80,15;150
35,15;80,15;155
35,15;80,15;160
35,15;80,15;165
35,15;80,15;170
35,15;80,15;175
35,15;80,15;180
35,15;80,15;185
35,15;80,15;190
35,15;80,15;195
35,15;80,15;200
35,15;80,15;205
35,15;80,15;210
35,15;80,15;215
35,15;80,15;220
35,15;80,15;225
35,15;80,15;230
35,15;80,15;235
35,15;80,15;240
35,15;80,15;245
35,15;80,15;250
35,15;80,15;255
35,15;80,15;260
35,15;80,15;265
35,15;80,15;270
35,15;80,15;275
35,15;80,15;280
35,15;80,15;285
35,15;80,15;290
35,15;80,15;295
35,15;80,15;300
35,15;80,15;305
35,15;80,15;310
35,15;80,15;315
35,15;80,15;320
35,15;80,15;325
35,15;80,15;330
35,15;80,15;335
35,15;80,15;340
35,15;80,15;345
35,15;80,15;350
35,15;80,15;355
35,15;80,15;360
35,15;80,15;365
35,15;80,15;370
35,15;80,15;375
35,15;80,15;380
35,15;80,15;385
35,15;80,15;390
35,15;80,15;395
35,15;80,15;400
35,15;80,15;405
35,15;80,15;410
35,15;80,15;415
35,15;80,15;420
35,15;80,15;425
35,15;80,15;430
35,15;80,15;435
35,15;80,15;440
35,15;80,15;445
35,15;80,15;450
35,15;80,15;455
35,15;80,15;460
35,15;80,15;465
35,15;80,15;470
35,15;80,15;475
35,15;80,15;480
35,15;80,15;485
35,15;80,15;490
35,15;80,15;495
20,40;65,50;0
20,40;65,50;5
20,40;65,50;10
20,40;65,50;15
20,40;65,50;20
20,40;65,50;25
20,40;65,50;30
20,40;65,50;35
20,40;65,50;40
20,40;65,50;45
20,40;65,50;50
20,40;65,50;55
20,40;65,50;60
20,40;65,50;65
20,40;65,50;70
20,40;65,50;75
20,40;65,50;80
20,40;65,50;85
20,40;65,50;90
20,40;65,50;95
20,40;65,50;100
20,40;65,50;105
20,40;65,50;110
20,40;65,50;115
20,40;65,50;120
20,40;65,50;125
20,40;65,50;130
20,40;65,50;135
20,40;65,50;140
20,40;65,50;145
20,40;65,50;150
20,40;65,50;155
20,40;65,50;160
20,40;65,50;165
20,40;65,50;170
20,40;65,50;175
20,40;65,50;180
20,40;65,50;185
20,40;65,50;190
20,40;65,50;195
20,40;65,50;200
20,40;65,50;205
20,40;65,50;210
20,40;65,50;215
20,40;65,50;220
20,40;65,50;225
20,40;65,50;230
20,40;65,50;235
20,40;65,50;240
20,40;65,50;245
20,40;65,50;250
20,40;65,50;255
20,40;65,50;260
20,40;65,50;265
20,40;65,50;270
20,40;65,50;275
20,40;65,50;280
20,40;65,50;285
20,40;65,50;290
20,40;65,50;295
20,40;65,50;300
20,40;65,50;305
20,40;65,50;310
20,40;65,50;315
20,40;65,50;320
20,40;65,50;325
20,40;65,50;330
20,40;65,50;335
20,40;65,50;340
20,40;65,50;345
20,40;65,50;350
20,40;65,50;355
20,40;65,50;360
20,40;65,50;365
20,40;65,50;370
20,40;65,50;375
20,40;65,50;380
20,40;65,50;385
20,40;65,50;390
20,40;65,50;395
20,40;65,50;400
20,40;65,50;405
20,40;65,50;410
20,40;65,50;415
20,40;65,50;420
20,40;65,50;425
20,40;65,50;430
20,40;65,50;435
20,40;65,50;440
20,40;65,50;445
20,40;65,50;450
20,40;65,50;455
20,40;65,50;460
20,40;65,50;465
20,40;65,50;470
20,40;65,50;475
20,40;65,50;480
20,40;65,50;485
20,40;65,50;490
20,40;65,50;495
35,35;80,35;0
35,35;80,35;5
35,35;80,35;10
35,35;80,35;15
35,35;80,35;20
35,35;80,35;25
35,35;80,35;30
35,35;80,35;35
35,35;80,35;40
35,35;80,35;45
35,35;80,35;50
35,35;80,35;55
35,35;80,35;60
35,35;80,35;65
35,35;80,35;70
35,35;80,35;75
35,35;80,35;80
35,35;80,35;85
35,35;80,35;90
35,35;80,35;95
35,35;80,35;100
35,35;80,35;105
35,35;80,35;110
35,35;80,35;115
35,35;80,35;120
35,35;80,35;125
35,35;80,35;130
35,35;80,35;135
35,35;80,35;140
35,35;80,35;145
35,35;80,35;150
35,35;80,35;155
35,35;80,35;160
35,35;80,35;165
35,35;80,35;170
35,35;80,35;175
35,35;80,35;180
35,35;80,35;185
35,35;80,35;190
35,35;80,35;195
35,35;80,35;200
35,35;80,35;205
35,35;80,35;210
35,35;80,35;215
35,35;80,35;220
35,35;80,35;225
35,35;80,35;230
35,35;80,35;235
35,35;80,35;240
35,35;80,35;245
35,35;80,35;250
35,35;80,35;255
35,35;80,35;260
35,35;80,35;265
35,35;80,35;270
35,35;80,35;275
35,35;80,35;280
35,35;80,35;285
35,35;80,35;290
35,35;80,35;295
35,35;80,35;300
35,35;80,35;305
35,35;80,35;310
35,35;80,35;315
35,35;80,35;320
35,35;80,35;325
35,35;80,35;330
35,35;80,35;335
35,35;80,35;340
35,35;80,35;345
35,35;80,35;350
35,35;80,35;355
35,35;80,35;360
35,35;80,35;365
35,35;80,35;370
35,35;80,35;375
35,35;80,35;380
35,35;80,35;385
35,35;80,35;390
35,35;80,35;395
35,35;80,35;400
35,35;80,35;405
35,35;80,35;410
35,35;80,35;415
35,35;80,35;420
35,35;80,35;425
35,35;80,35;430
35,35;80,35;435
35,35;80,35;440
35,35;80,35;445
35,35;80,35;450
35,35;80,35;455
35,35;80,35;460
35,35;80,35;465
35,35;80,35;470
35,35;80,35;475
35,35;80,35;480
35,35;80,35;485
35,35;80,35;490
35,35;80,35;495
40,5;40,60;100
40,5;40,60;120
40,5;40,60;140
40,5;40,60;160
40,5;40,60;180
40,5;40,60;200
40,5;40,60;220
40,5;40,60;240
40,5;40,60;260
40,5;40,60;280
40,5;40,60;300
40,5;40,60;320
40,60;40,5;100
40,60;40,5;120
40,60;40,5;140
40,60;40,5;160
40,60;40,5;180
40,60;40,5;200
40,60;40,5;220
40,60;40,5;240
40,60;40,5;260
40,60;40,5;280
40,60;40,5;300
40,60;40,5;320
